Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Label,Spreadsheet,Worksheet,Row Index
"- If possible, please also provide an error message or a screenshot to illustrate the problem",0,0,0,0,0,0,No categories identified.,24pullrequests@24pullrequests.xlsx,contributing,21
"If you want to be really thorough, there is a great overview on Stack Overflow of what you should consider when reporting a bug.",0,0,0,0,0,0,No categories identified.,24pullrequests@24pullrequests.xlsx,contributing,22
"It goes without saying that you're welcome to help investigate further and/or find a fix for the bug. If you want to do so, just mention it in your bug report and offer your help!",0,0,0,0,0,0,No categories identified.,24pullrequests@24pullrequests.xlsx,contributing,23
Contributing to an existing issue,0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,24
Finding an issue to work on,0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,25
"We've got a few open issues and are always glad to get help on that front. You can view the list of issues here. Most of the issues are labelled, so you can use the labels to get an idea of which issue could be a good fit for you. (Here's a good article on how to find your first bug to fix).",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,26
"Before getting to work, take a look at the issue and at the conversation around it. Has someone already offered to work on the issue? Has someone been assigned to the issue? If so, you might want to check with them to see whether they're still actively working on it.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,27
"If the issue is a few months old, it might be a good idea to write a short comment to double-check that the issue or feature is still a valid one to jump on.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,28
"Feel free to ask for more detail on what is expected: are there any more details or specifications you need to know?
And if at any point you get stuck: don't hesitate to ask for help.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,29
Making your contribution,1,0,0,0,0,0,CF – Contribution flow,24pullrequests@24pullrequests.xlsx,contributing,30
"We've outlined the contribution workflow here. If you're a first-timer, don't worry! GitHub has a ton of guides to help you through your first pull request: You can find out more about pull requests here and about creating a pull request here.",1,0,0,0,0,0,CF – Contribution flow,24pullrequests@24pullrequests.xlsx,contributing,31
Our labels,0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,32
"- beginner: One of our most important kinds of issues! These issues have been marked by the maintainers as small, low-impact changes and fixes, ideal for those just dipping their toes for the first time into the world of contributing to Open Source software. These are by no means any less important than any other issues! We'd appreciate if our more experienced contributors would leave these to our newer compatriots so we can be as fair as possible to everyone.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,33
"- blocked: We will generally mark an issue as blocked if it requires more context for us to fix, is waiting on an updated version of a library that the issue depends on, or is waiting on a maintainer to do something before it can be answered. There may be other conditions in which we'll mark an issue as blocked, and we'll make this clear in the issue comments.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,34
- bug: An issue gets marked as a bug if (surprise!) the issue is linked to a bug in our code or something broken in our infrastructure. Bugs are usually the highest priority kind of issue as they will affect our users.,0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,35
"- bugsnag: If an issue or exception in production code has been flagged via Bugsnag, it is labelled with this automatically.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,36
"- documentation: If an issue requires changes or clarification to our documentation (READMEs, wiki, code comments, etc.) then it will be marked with this issue. These issues normally do not pertain to code changes and are ideal for those who don't necessarily want to get their hands dirty with code.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,37
"- duplicate: If an issue has been reported before, it will be marked with this label. This flags that a previous issue may not have been fixed as expected, or in the case of things we don't intend to fix or issues currently in discussion in another open issue, it means that we are likely to close the issue.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,38
"- enhancement: These are improvements to the codebase that are ""nice to have"", and are usually medium to high impact but low importance. This includes improvements to features that already exist and may be assigned a milestone to give you an idea as to when it might be implemented. These are great for contributors that might have some extra spare time on their hands and would prefer to change existing code rather than add large chunks of brand new code.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,39
"- feature: An issue will be marked with this label if it adds a new, discrete functional element to the codebase. They will generally require large amounts or effort to implement, require changes to both front-end view templates and back-end code, and assume prior knowledge of the codebase, making these the most tricky kinds of issues to close. However, they can be the most rewarding to close for the intrepid!",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,40
- help wanted: Issues will be marked with this label by the maintainers if we'd like outside contributors to pitch in with code or opinions before we close them. These do not assume any skill level and are great opportunities for all members of our community to steer the direction of the project.,0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,41
- i18n: Issues related to localisation or translation are marked with these labels. They can range from missing translations for a specific language to grammatical issues and cultural differences. These will usually require a specialist in a non-English language to close.,0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,42
"- invalid: These are rare, and normally have been submitted in error.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,43
"- needs rebase: You will find this label normally attached to pull requests, and means that the maintainers would like to you squash commits or rebase existing commits from master into your branch before we can merge your pull request. A maintainer will clarify this in the comment thread.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,44
- question: Issues can be marked with this label by anybody who would like other contributors or maintainers to answer a specific question before an issue can be closed. These normally do not assume any skill level (although may sometimes require maintainers to have the final say on them) and are great opportunities for all members of our community to steer the direction of the project.,0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,45
"- refactoring: If an issue requires code to be refactored before a particular change can be made, or if you spot inelegant patterns or implementations in code that you feel could be better, then feel free to add this label to an issue. If the issue is the latter type, please be careful about the language you use in these threads. For example, things like ""this code sucks!"" or ""you must be an idiot!"" are unacceptable!. Programmers have feelings too and there are ways to suggest code changes without insulting people!",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,46
"- security: If you spot an issue related to security issues (e.g. invalid SSL certs, potential CSRF issues), mark it with this label. Don't forget to be a good OSS citizen and always report zero-day issues through a private channel to minimise impact to your fellow users!",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,47
"- UX: These issues relate to how the site works, or more holistically, how the site feels to the end user, and will normally be related to the front-end of the website. These issues might typically relate to confusion stemming from navigation, form elements, input validation, or breaks in user flows.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,48
- visual design: This relates to visual elements of the site that could be improved or are broken. This may be as simple as a change to a CSS colour or font size but may stretch all the way to things that do not render as expected on mobile devices. These are usually good issues for people with front-end development experience to tackle.,0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,49
"- wontfix: This means that, after considering your issue in full, your issue is outside of the intended scope of the project and is not something we'd like to add to the codebase right now or in the future. These are used sparingly and are intended to be rare, and are never used without reasoned justification.",0,1,0,0,0,0,CT – Choose a task,24pullrequests@24pullrequests.xlsx,contributing,50
Additional info,1,0,0,0,0,0,CF – Contribution flow,24pullrequests@24pullrequests.xlsx,contributing,51
"Especially if you're a newcomer to Open Source and you've found some little bumps along the way while contributing, we recommend you write about them. Here's a great article about why writing about your experience is important; this will encourage other beginners to try their luck at Open Source, too!",1,0,0,0,0,0,CF – Contribution flow,24pullrequests@24pullrequests.xlsx,contributing,52
License and Contributions,0,0,0,0,0,0,No categories identified.,2ndQuadrant@repmgr.xlsx,contributing,0
"repmgr is licensed under the GPL v3.  All of its code and documentation is
Copyright 2010-2020, 2ndQuadrant Limited.  See the files COPYRIGHT and LICENSE for
details.",0,0,0,0,0,0,No categories identified.,2ndQuadrant@repmgr.xlsx,contributing,1
The development of repmgr has primarily been sponsored by 2ndQuadrant customers.,0,0,0,0,0,0,No categories identified.,2ndQuadrant@repmgr.xlsx,contributing,2
"Additional work has been sponsored by the 4CaaST project for cloud computing,
which has received funding from the European Union's Seventh Framework Programme
(FP7/2007-2013) under grant agreement 258862.",0,0,0,0,0,0,No categories identified.,2ndQuadrant@repmgr.xlsx,contributing,3
"Contributions to repmgr are welcome, and will be listed in the file CREDITS.
2ndQuadrant Limited requires that any contributions provide a copyright
assignment and a disclaimer of any work-for-hire ownership claims from the
employer of the developer.  This lets us make sure that all of the repmgr
distribution remains free code.  Please contact info@2ndQuadrant.com for a
copy of the relevant Copyright Assignment Form.",1,0,0,0,0,0,CF – Contribution flow,2ndQuadrant@repmgr.xlsx,contributing,4
Code style,0,0,0,0,1,0,DC – Deal with the code,2ndQuadrant@repmgr.xlsx,contributing,5
"Code in repmgr should be formatted to the same standards as the main PostgreSQL
project. For more details see:",0,0,0,0,1,0,DC – Deal with the code,2ndQuadrant@repmgr.xlsx,contributing,6
https://www.postgresql.org/docs/current/source-format.html,0,0,0,0,1,0,DC – Deal with the code,2ndQuadrant@repmgr.xlsx,contributing,7
"Contributors should reformat their code similarly before submitting code to
the project, in order to minimize merge conflicts with other work.",0,0,0,0,1,0,DC – Deal with the code,2ndQuadrant@repmgr.xlsx,contributing,8
Contribution Guidelines,0,0,0,0,0,0,No categories identified.,30-seconds@30-seconds-of-php.xlsx,contributing,0
"30 seconds of code is powered by the community, so feel free to contribute in any way you can to help us!",0,0,0,0,0,0,No categories identified.,30-seconds@30-seconds-of-php.xlsx,contributing,1
