Paragraph,Label
"- Use the same coding style as the rest of the codebase. There is a pre-commit hook that formats
code automatically for you using prettier, so this should be taken care of
already.",DC – Deal with the code
New providers are likely to be merged if they are based on OAuth 2.0,No categories identified.
"- Is the issue a duplicate? If so, share the issue that is being duplicated in the conversation",No categories identified.
Use succinct words to describe what did you do in the commit change.,SC – Submit the changes
"Working on your first Pull Request? You can learn how from this free series, How to Contribute to an Open Source Project on GitHub.",No categories identified.
"- Remember that this is a volunteer-driven project, and that contributions are welcome :)",No categories identified.
"In addition to filing issues, there are lots of ways to contribute:",CT – Choose a task
"gem fetch -v NEW_VERSION GEM_NAME
gem unpack GEMNAME-NEW_VERSION.gem",DC – Deal with the code
"Vagrant is powerful not just because it can abstract away the mess of managing a crazy, complicated development environment while ensuring everyone has a common platform to work on. It's also powerful because it will still let you have whatever crazy, complicated editors and tools to work on your code while abstracting away the nasty details of installing and configuring Postgres.",No categories identified.
- Check the issues to ensure that someone else isn't already working on the bug or feature,No categories identified.
Examples,No categories identified.
- Commit Message Guidelines,No categories identified.
2.  Clone the repo to local,No categories identified.
"Where changes to an existing interface are necessary, functions in the public interface which need to be changed, are marked as 'deprecated'. This is done with the preprocessor symbols MBEDTLS_DEPRECATED_WARNING and MBEDTLS_DEPRECATED_REMOVED. Then, a new function with a new name but similar if not identical behaviour to the original function containing the necessary changes should be created alongside the existing deprecated function.",No categories identified.
"- Fixing Windows bugs even if it's a pain, to allow for use by more beginner coders",No categories identified.
"- Member variables and member function names should be in lower camel case. Examples: getUnitsInRectangle, wasSeenByBWAPIPlayer.",DC – Deal with the code
Rejected,No categories identified.
"This project and everyone participating in it is governed by the Cube.js Code of Conduct.
By participating, you are expected to uphold this code. Please report unacceptable behavior to info@statsbot.co.",TC – Talk to the community
